Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.188349962234497	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.01835144664898762	-0.01835144664898762	1008	1008
3.0240840911865234	1	-0.40657583	0.08666256	-0.2234807	-0.68927425	21.0	0.0	-0.019360755	-0.019360755	-0.01779827962419088	-0.01779827962419088	1008	2016
3.453001022338867	2	-0.42553297	0.09743593	-0.1888326	-0.6961826	21.0	0.0	-0.020263474	-0.020263474	-0.018572468729658433	-0.018572468729658433	1008	3024
3.9119179248809814	3	-0.4260436	0.08174769	-0.24571258	-0.62533957	21.0	0.0	-0.02028779	-0.02028779	-0.018905828347259145	-0.018905828347259145	1008	4032
4.448414087295532	4	-0.4252011	0.08559304	-0.26257014	-0.638614	21.0	0.0	-0.02024767	-0.02024767	-0.01878989485652791	-0.01878989485652791	1008	5040
4.978816032409668	5	-0.39974573	0.06949396	-0.29045567	-0.57281613	21.0	0.0	-0.019035513	-0.019035513	-0.017343773436890565	-0.017343773436890565	1008	6048
5.553359031677246	6	-0.41821566	0.10035724	-0.18245284	-0.66014713	21.0	0.0	-0.019915031	-0.019915031	-0.01860653267019611	-0.01860653267019611	1008	7056
6.094713926315308	7	-0.41071764	0.09578365	-0.19212796	-0.6433447	21.0	0.0	-0.019557983	-0.019557983	-0.01786765133373684	-0.01786765133373684	1008	8064
6.56421685218811	8	-0.43918052	0.12059542	-0.2510195	-0.7972602	21.0	0.0	-0.020913359	-0.020913359	-0.019119399630899144	-0.019119399630899144	1008	9072
7.127463102340698	9	-0.4555985	0.10663497	-0.2196727	-0.74966526	21.0	0.0	-0.021695169	-0.021695169	-0.01984903954017928	-0.01984903954017928	1008	10080
7.6761839389801025	10	-0.44230255	0.10555237	-0.2737348	-0.75884897	21.0	0.0	-0.021062026	-0.021062026	-0.019126789590634127	-0.019126789590634127	1008	11088
8.175978183746338	11	-0.45625332	0.104897186	-0.30098778	-0.71543	21.0	0.0	-0.02172635	-0.02172635	-0.0200354256611983	-0.0200354256611983	1008	12096
8.683970928192139	12	-0.45806012	0.1021583	-0.28670904	-0.79813695	21.0	0.0	-0.021812385	-0.021812385	-0.020232955294317297	-0.020232955294317297	1008	13104
9.187675952911377	13	-0.5349217	0.114565976	-0.2689592	-0.7901956	21.0	0.0	-0.025472458	-0.025472458	-0.023611244062176105	-0.023611244062176105	1008	14112
9.668971061706543	14	1.1520897	6.518687	29.2985	-0.79996145	21.0	0.0	0.054861415	0.054861415	0.05649718144328658	0.05649718144328658	1008	15120
10.1025071144104	15	-0.33999887	1.4183229	9.349214	-0.8343875	21.0	0.0	-0.016190423	-0.016190423	-0.014518618863963672	-0.014518618863963672	1008	16128
10.576323986053467	16	3.5620365	9.239998	39.19347	-0.71632075	21.0	0.0	0.16962078	0.16962078	0.17132427679683895	0.17132427679683895	1008	17136
11.00970196723938	17	5.6277165	13.104946	59.117157	-0.87774074	21.0	0.0	0.26798654	0.26798654	0.26956393157415526	0.26956393157415526	1008	18144
11.44573187828064	18	16.583143	19.76894	58.98914	-0.72231454	21.0	0.0	0.7896735	0.7896735	0.7913565466495259	0.7913565466495259	1008	19152
11.919065952301025	19	15.773094	21.221798	79.19379	-0.77289563	21.0	0.0	0.7510997	0.7510997	0.7527379996186222	0.7527379996186222	1008	20160
12.481371879577637	20	18.879038	19.916962	59.310192	-0.8421931	21.0	0.0	0.8990019	0.8990019	0.9003994131998171	0.9003994131998171	1008	21168
13.107554912567139	21	31.696915	25.034523	89.02864	-0.86103433	21.0	0.0	1.5093769	1.5093769	1.5107340244852894	1.5107340244852894	1008	22176
